65536,,,
65644,冒险者入门,Close to Home,冒険者への手引き
65645,冒险者入门,Close to Home,冒険者への手引き
65646,破烂粉碎团,A Dainty Dilemma,砕けたガラクタ
65647,成名的诀窍,Making a Name,海都で名をなす秘訣
65648,漂泊的水手,Suspiciously Sober,うろんな船乗り
65649,正当手续,Proper Procedure,筆まめスウィートニクス
65650,海风吹拂的国际商贩路,The Right Price,潮香る国際街商通り
65651,关税包围网,Duty Calls,関税逃れ包囲網
65652,高级餐厅的根本,A Sheepish Request,高級レストランたる由縁
65653,肖像画的作用？,A Thousand Words,とっておきの人相がき
65654,“行商”的执照,Licensed to Reave,利にさとき海賊
65655,暗记失踪的人,Lost and Found,案内係のお仕事～姉の場合～
65656,灯火通明的街道,I Stay the Streetlight,案内係のお仕事～妹の場合～
65657,打捞梦想的渔船,Back in the Water,夢をも釣る船
65658,昔日的菜单,Glory Days,溺れた海豚亭の裏メニュー
65659,冒险者入门,Close to Home,冒険者への手引き
65660,冒险者入门,Close to Home,冒険者への手引き
65661,森林面对的威胁,A Soldier's Breakfast,森を脅かすものたち
65662,中饱私腹,Stray into the Shadows,私腹となる名品
65663,追求平常心,Parasite Cleave,平穏の心を求めて
65664,沙蚤的卵袋,Eggs over Queasy,チゴーの卵袋
65665,牢狱之影,Spirithold Broken,ウォーレン牢獄の影
65666,守护土壤,Soil Despoilers,平穏の心を求めて２
65667,百步穿杨的弓箭手,Way of the Archer,弓術士の射抜くもの
65668,开拓进取的枪术师,Way of the Lancer,道拓く槍術士
65669,融入自然的幻术师,Way of the Conjurer,自然を紡ぐ幻術士
65670,蕾伊·阿里亚珀的弓术训练,Training with Leih,レイ・アリアポーの弓術
65671,飞·乌尔与制革匠,Geva's Gambit,フェン・イルと革細工師
65672,飞·乌尔的骨气,Working Hells for Leather,フェン・イルの根性
65673,生命的潮流,Aldgoat Everything,命の潮流
65674,刻木匠贝亚坦师傅,Way of the Carpenter,木工師ベアティヌ先生
65675,蕴藏着力量,To Be the Wood,力宿すもの
65676,为师之心痛,Supplies for the Sick,先生の心痛
65677,刻木匠之爱,A Carpenter in Need,木工師の愛
65678,磐石般的意志,The Lance's Lesson,一途な意志
65679,勇气之卵石,Courage of Stone,勇気の丸石
65680,沉默的悲鸣,Stifled Screams,黙した悲鳴
65681,以命换金,Slave to the Code,金に換わる命
65682,消逝之星,Grinners in the Mist,果てに消えた星
65683,风之试炼,Trial by Wind,風の試練
65684,不动摇的决意,Sweet Sorrows,暗涙を拭う決意
65685,情报的价值,Due Diligence,情報屋の依頼
65686,金钱的去向,Motivational Speaking,金の行方
65687,欠债还钱,Gil for Gold,返済の目算
65688,情感化解之力,Gone to Pieces,想いを紐解く力
65689,妻管严的悲剧,Unholy Matrimony,ある恐妻家の悲劇
65690,黑市商人之死,Market for Death,闇黒の死
65691,触手可及的胜利,Cloying Victory,手を伸ばす先の勝利
65692,牧场主的心事,Ruffled Feathers,牧場主の心配事
65693,围栏秘诀,Extending Fences,柵作りの秘訣
65694,瓶中毒物,Sting in a Bottle,蜂漬けの毒酒
65695,熄灭妖火,Lights Out,妖火の討伐
65696,无法治愈的创伤,Slimy Hollows,癒しえぬ傷
65697,蕾亚的遗物,Leia's Legacy,守るべきぬくもり
65698,被遗忘的探索笔记,A Sight to Behold,忘れられた探検手帳
65699,皮革制品的材料,Tougher than Leather,革製品の材料は？
65700,魔导机械之友,Magiteknical Difficulties,魔導仕掛けの友
65701,新手剑术师的请求,The Great Gladiator,新米剣術士のお願い
65702,金碧辉煌的斗技场,Eight-armed and Dangerous,金色に染まるコロセウム
65703,欢迎临时职员,With Open Arms,歓迎、臨時従業員
65704,健壮的小树,A Crisis of Confidence,健やかなる若木
65705,包容之心,Between Captain and Conjurer,結ばれる想い
65706,陆行鸟训练的障碍,Jumping at Shadows,チョコボ訓練の障害
65707,慰劳哨塔,The Valued Vilekin,監視哨への差し入れ
65708,有备无患,More than a Flesh Wound,備えあれば憂いなし
65709,温暖的气息,The Nose Knows,それは生温かく芳しく
65710,驱除鸟人族斥候,No Quarter Given,イクサル族斥候を排除せよ
65711,寻找测量器材,Surveying the Damage,測量機材を探して
65712,弯枝牧场的邀请,On to Bentbranch,ベントブランチ牧場への誘い
65713,如何加入剑术师行会,So You Want to Be a Gladiator,剣術士になるには？
65714,如何加入格斗家行会,So You Want to Be a Pugilist,格闘士になるには？
65715,如何加入斧术师行会,So You Want to Be a Marauder,斧術士になるには？
65716,如何加入枪术师行会,So You Want to Be a Lancer,槍術士になるには？
65717,如何加入弓箭手行会,So You Want to Be an Archer,弓術士になるには？
65718,如何加入幻术师行会,So You Want to Be a Conjurer,幻術士になるには？
65719,如何加入咒术师行会,So You Want to Be a Thaumaturge,呪術士になるには？
65720,如何加入刻木匠行会,So You Want to Be a Carpenter,木工師になるには？
65721,如何加入锻铁匠行会,So You Want to Be a Blacksmith,鍛冶師になるには？
65722,如何加入铸甲匠行会,So You Want to Be an Armorer,甲冑師になるには？
65723,如何加入雕金匠行会,So You Want to Be a Goldsmith,彫金師になるには？
65724,如何加入制革匠行会,So You Want to Be a Leatherworker,革細工師になるには？
65725,如何加入裁衣匠行会,So You Want to Be a Weaver,裁縫師になるには？
65726,如何加入炼金术士行会,So You Want to Be an Alchemist,錬金術師になるには？
65727,如何加入烹调师行会,So You Want to Be a Culinarian,調理師になるには？
65728,如何加入采矿工行会,So You Want to Be a Miner,採掘師になるには？
65729,如何加入园艺工行会,So You Want to Be a Botanist,園芸師になるには？
65730,我唯一的希望,Unicorn Power,我が唯一つの望み
65731,发光的灯火茸,A Glim Harvest,輝くトモシビタケ
65732,追随前人的背影,An Eft for Effort,背中を見て学べ
65733,筹集弓兵教材,Splitting Shells,弓兵の教材調達
65734,生命的均衡,Butcher of Greentear,命の均衡
65735,清扫脏路标,A Clear Sign,汚れた道しるべの清掃
65736,,,
65737,佣兵之道,Passing Muster,傭兵の身構え
65738,天下无双的再战者,What Price Victory,天下無双の再戦者
65739,公平竞争,The Trouble with Truffles,秤を正すために
65740,斗技场的预告信,The Coliseum Conundrum,のこされたメッセージ
65741,木材的教诲,My First Saw,木材の教え
65742,注入武器的灵魂,"Mmmmmm, Soulglazed Relics",器に込められた魂
65743,,,
65744,园艺的恩惠,My First Hatchet,園芸師の芽ぐみ
65745,一枚的可能性,My First Head Knife,一枚の可能性
65746,新兵教育的烦恼,Idle Initiatives,新兵教育の悩み
65747,引导之杖,My First Cane,導きの杖
65748,月与影,"Peasants by Day, Ninjas by Night",月影の導き
65749,刃与心,My First Mudra,刃と心で為すがもの
65750,术与印,Killer Combinations,新たな印
65751,胧与鸦,Once Upon a Time in Doma,朧と鴉
65752,忍与盗,Pirates versus Ninjas,忍びの務め
65753,静与动,Ninja Bathin',隠密行動
65754,第一枪,My First Spear,第一の槍
65755,紧绷的弓弦,My First Bow,弛みなき弦
65756,挑战理符,Leves of Bentbranch,挑戦、ギルドリーヴ
65757,霍桑山寨理符开放,Leves of Hawthorne,ギルドリーヴ開放「ホウソーン家の山塞」
65758,忙碌的中转站,Nor Rain nor Heat nor Gloom of Night,お前ヒマか！？
65759,应急措施,A Dab'll Do Ya,急場の閃き
65760,展翅的祝愿,I Believe You Can Fly,はばたけ、お前
65761,失落的骄傲,So Close yet So Far,落ちた誇り
65762,扰民的工人,Reasonable /Doubt,迷惑な作業員
65763,夯实大地的震动,Greasing the Cogs,あちこちの軋み
65764,修理指南针,Getting Your Bearings,羅針盤の修理
65765,失与得,Tackle the Problem,直る物と直らぬ物
65766,银光闪耀的故乡,Search and Seizure,銀色に輝く故郷
65767,羽毛下的阴影,Ticked Off,羽毛に蠢く赤い影
65768,攻与守,Tough Guys,奇妙な襲撃
65769,心与行,The Crow Knows,心の形
65770,师与徒,Master and Student,雲晴れる夜に
65771,主与仆,Strangers in a Strange Land,東方からの来訪者
65772,令人惊讶的变身奇术,Affright and Delight,ヘンシンと森都の守護天節
65773,碍手碍脚的南瓜灯笼,A Plague of Pumpkins,カボチャと海都の守護天節
65774,带来欢笑的幸运魔咒,Yes We Cant,パレードと砂都の守護天節
65775,,,
65776,有你的街道,Blues on Emerald Avenue,君がいたアベニュー
65777,逃避过去的飞毛腿,Lone Survivor,忌まわしき記憶甦るとき
65778,师恩重如山,"Guildmaster, Prelate, and Plot",ドン引き復讐計画
65779,闪闪金币战役,A Qiqirn Always Pays His Debts,ちゃりちゃり合戦
65780,由“零”开始的属性转移理论,The Hazy Professor,零から始まる属性転移理論
65781,挑战沙斯塔夏之人,It's Probably Pirates,サスタシャに挑む者
65782,爆钓艾欧泽亚,Feast of Famine,爆釣エオルゼア
65783,星光闪耀的礼物（薰衣草苗圃）,The Gift of Joy (The Lavender Beds),星芒祭の贈物（ラベンダーベッド）
65784,星光闪耀的礼物（海雾村）,The Gift of Joy (Mist),星芒祭の贈物（ミスト・ヴィレッジ）
65785,星光闪耀的礼物（高脚孤丘）,The Gift of Joy (The Goblet),星芒祭の贈物（ゴブレットビュート）
65786,来自星光的奇迹,A Starlight Miracle,星芒祭に救いの手を
65787,星光闪耀的圣人,Starlight Savings,星芒祭と聖人の従者たち
65788,降神节的羊奉行,Lions for Lambs,羊奉行と降神祭
65789,最强剑术师之路,Way of the Gladiator,最強の剣術士
65790,百味的要领,My First Skillet,味覚の要
65791,振奋人心的厨艺,A Treat of Trout,戒めるレシピ
65792,粉碎战斧的剑风,Kicking the Hornet's Nest,戦斧を砕く剣風
65793,助人为乐的厨艺,Dodo It Yourself,助けるレシピ
65794,起死回生的厨艺,On a Skewer Tip,起死回生のレシピ
65795,治愈身心的厨艺,Releasing a Burden,癒しのレシピ
65796,滋补养生的厨艺,Winning Friends with Aldgoat,滋養のレシピ
65797,折断长枪的剑光,Ul'dah's Most Wanted,剣閃は槍を折る
65798,箭雨中的胜机,That Old Familiar Feeling,矢衾から見える勝機
65799,蠢动的黑暗,The Face of Thal,闇に蠢くものたち
65800,利剑与铁拳的交锋,On Holy Ground,果たし合う剣と拳
65801,纳尔札尔双剑,The Rematch,ナルザルの双剣
65802,美食家罗罗力特的挑战,The Chefsbane Cometh,食通ロロリトの挑戦状
65803,工作之余的厨艺,Of Cooks and Books,あばき出すレシピ
65804,国际外交的厨艺,Diplomacy of the Skillet,可憐なレシピ
65805,海外思乡的厨艺,A Taste of Home,親睦のレシピ
65806,美食家罗罗力特的复仇,Revenge of the Chefsbane,食通ロロリトの逆襲
65807,林格萨斯总厨师长,Way of the Culinarian,調理師リングサス総料理長
65808,生命、魔晶石，万物的答案,"Life, Materia and Everything",生命、マテリア、すべての答え
65809,赫·纳恩萨首席造船师,Way of the Armorer,甲冑師ハ・ナンザ社長
65810,铸甲匠的心得,My First Doming Hammer,甲冑師の心得
65811,互相协助,From Thigh to Neck,助け合う甲冑師
65812,基础中的基础,The Base Fundamentals,甲冑師の基礎の基礎
65813,孤高的铸甲匠,One's Own Worst Critic,孤高なる甲冑師
65814,铸甲匠的骄傲,An Armorer's Pride,甲冑師の誇り
65815,优秀铸甲匠的义务,Showing Your Steel,優れた甲冑師の義務
65816,各自的前程,May the Best Armorer Win,道分つ甲冑師
65817,动心的厨具,Pans of Steel,心揺れる甲冑師
65818,挑战再来,Best of Three,甲冑師三番勝負
65819,个人胜负与行会危机,For the Good of the Guild,甲冑師、苦渋の決断
65820,铸甲匠的信念,Rivalry and Respect,信念の甲冑師
65821,最强剑术师之路,Way of the Gladiator,最強の剣術士
65822,持剑在手,My First Gladius,汝、剣を取れ
65823,喜洋洋的降神节,All's Wool That Ends Wool,羊と私の降神祭
65824,折断长枪的剑光,Ul'dah's Most Wanted,剣閃は槍を折る
65825,暖洋洋的思念之羽,Sleepless in the Stable,羊とチョコボと降神祭
65826,懒洋洋的想念之心,Sleepless in the Swaddle,羊と赤子と降神祭
65827,锻铁匠布瑞赛尔,Way of the Blacksmith,鍛冶師ブリサエル副社長
65828,锻铁与炼人,My First Cross-pein Hammer,鍛冶師の鍛え方
65829,制品与精度的关系,Hammer Time,製品と精度の関係
65830,重要的小零件,Riveting Ramblings,小さくも重要な部品
65831,布瑞赛尔的野心,The Business of Blacksmithing,ブリサエルの野望
65832,职业工具与锻造技术,By the Sweat of Your Brow,商売道具と鍛冶の腕
65833,提高品质的目标,True as Steel,品質向上を目指して
65834,大富豪的订单,As Iron Sharpens Iron,大富豪からの指名
65835,费兹阿尔的爱好,Set Faezahr to Stun,フェーズアールの道楽
65836,令人憧憬的铁锤,Forging Ahead,憧れの鉄槌
65837,送给美女剑士的礼物,Beauty and the Bardiche,美人剣士への贈り物
65838,铸入利剑中的心意,Waiting in the Winglet,想い乗せ羽ばたく剣
65839,预约的礼品,Step Nine,御礼品は予約品
65840,美味的入侵者,The Tasting of the Shrews,美味しい侵入者
65841,黑尘驿站的除蚁工作,Until a Quieter Time,ブラックブラッシュ停留所の厄介者
65842,备战,Prudence at This Junction,戦場の備え
65843,矿石狂,Out of House and Home,迷惑な鉱石マニア
65844,攻入鼠巢,In the Court of the Rat King,侵入！ ネズミの巣
65845,沸洋洋的怀念之酒,Sleepless in the Saloon,羊と酒と降神祭
65846,压制战场的斧术师,Way of the Marauder,戦場を圧する斧術士
65847,压制战场的斧术师,Way of the Marauder,戦場を圧する斧術士
65848,豪迈的大斧,My First Axe,豪胆なる斧
65849,豪杰的试练与责任,Axe in the Stone,豪傑の試練と務め
65850,斧术的基石,Wake of Destruction,斧術士の礎
65851,斧术的基石,Wake of Destruction,斧術士の礎
65852,斧刃之声,Brutal Strength,刃鳴は響くか
65853,移动山脉库加塔,The Mountain That Strides,移動山脈クジャタ
65854,突破阻隔,Bleeder of the Pack,乗り越えるべき壁
65855,斩断宿怨之日,Bringing Down the Mountain,宿縁を断ち切る日
65856,成功的两面,Way Down in the Hole,成功の表と裏
65857,大地的循环,The Slaying of the Shrews,大地の循環
65858,新灵感,Listen to Your Fish,新作のアイデア
65859,辗转于商会间,"Edelweiss, Edelweiss",商会から商会へ
65860,杂乱的订单,Disorderly Conduct,注文の多いお客様
65861,从天而降的星光（薰衣草苗圃）,A Little Help (The Lavender Beds),星芒祭の光を届けに（ラベンダーベッド）
65862,过时的方法也有市场,Sometimes the Old Ways Are Best,時代遅れの製錬法
65863,清除碍事的矿石,Spriggan Cleaning,迷惑な鉱石置き
65864,宝石商人的忧郁,Supply and Demands,宝石商の憂鬱
65865,嗡嗡嗡的家伙们,The Perfect Swarm,五月蝿いヤツら
65866,贫民区的联队长,Last Letter to Lost Hope,貧民街の連隊長
65867,其名为屈伊伯龙男爵,"Heir Today, Gone Tomorrow",その男、サー・キヴロン
65868,世代相传的护身刀,Passing the Blade,受け継がれる護身刀
65869,前往足迹谷,Following Footfalls,足跡の谷へ
65870,下酒还得有鱼肉,Storms on the Horizon,酒のサカナ求む
65871,盗贼的晚餐菜单,Compulsory Catering,盗賊たちの晩餐メニュー
65872,铜刃之中的正义,"Oh Captain, My Captain",正義を銅の刃に宿し
65873,弗弗鲁帕的傻瓜陷阱,By the Toe,フフルパのマヌケな罠
65874,从天而降的星光（海雾村）,A Little Help (Mist),星芒祭の光を届けに（ミスト・ヴィレッジ）
65875,毒蜥蜴的眼瞳,For Their Eyes Only,ペイストの瞳
65876,从天而降的星光（高脚孤丘）,A Little Help (The Goblet),星芒祭の光を届けに（ゴブレットビュート）
65877,土狗都是好旅伴,The Scent of a Mongrel,モングレルは旅の友
65878,令人丧气的垃圾,Lominsan Rubbish,無気力男のゴミ掃除
65879,凶猛火神伊弗利特,Lord of the Inferno,猛る焔神イフリート
65880,濒临深渊的咒术师,Way of the Thaumaturge,深淵に臨む呪術士
65881,濒临深渊的咒术师,Way of the Thaumaturge,深淵に臨む呪術士
65882,释放破坏的冲动,My First Scepter,呪具が望む破壊
65883,迫近之危,The Threat of Intimacy,迫り来る危機
65884,凋零之危,The Threat of Paucity,枯れ果てし危機
65885,凋零之危,The Threat of Paucity,枯れ果てし危機
65886,狂猛之危,The Threat of Superiority,猛り狂う危機
65887,围困之危,The Threat of Perplexity,取り囲まれる危機
65888,射向深渊的光,The Hidden Chapter,深淵に射す光
65889,胆小之人的勇气,Facing Your Demons,臆病者の牙
65890,你的微笑有如满天星光,Going the Extra Smile,星芒祭は笑顔のために
65891,,,
65892,踏上黄道的征途,"Wherefore Art Thou, Zodiac",ゾディアックウェポン
65893,滴水之恩,A Ponze of Flesh,パパナ借金道
65894,挑战未知的工匠,Labor of Love,真摯なる職人の挑戦
65895,激情与梦想,Method in His Malice,情熱と夢を込めて
65896,慈母手中物,A Treasured Mother,母の想い、息子の願い
65897,大器晚成,His Dark Materia,眠れる大器
65898,一切为了送信,The Little Postmoogle That Could,配達士は懸命に
65899,艾欧泽亚的支柱,Good Intentions,3本の柱
65900,黑市交易,Bait and Switch,闇取引の捜査協力
65901,收缴来的武器,Best Laid Schemes,押収された武器
65902,前往密约之塔,The Rising Chorus,黙約の塔へ
65903,穆恩布瑞达的秘策,Aether on Demand,ムーンブリダの秘策
65904,帝国军迎击作战,On the Counteroffensive,帝国軍迎撃作戦
65905,迎战尊严王,An Uninvited Ascian,その者、ナプリアレス
65906,伊达的决心,Mask of Grief,イダの決意
65907,来自伊修加德的请求,Defenders for Ishgard,イシュガルドの救援要請
65908,邪龙狂啸,The Wyrm's Roar,邪竜の咆哮
65909,投身战场,Committed to the Cause,参戦の決意
65910,协助弯枝牧场,Feeding Time,ベントブランチ牧場の手伝い
65911,商人的最后手段,Not a Material Girl,商人の切り札
65912,制裁侵略者！,You Shall Not Trespass,侵入者に制裁を！
65913,苍月茸的威胁,Don't Look Down,アオツキダケの脅威
65914,蛛蝎卵的威胁,"Look, but Won't Touch",マイトの卵の脅威
65915,潜入牧场的黑影,In the Grim Darkness of the Forest,牧場に忍び寄る影
65916,传阅传令信,Threat Level Elevated,伝令文の回覧
65917,调查飞行的魔物,Migrant Marauders,飛ぶ魔物の調査
65918,镇压死灵,Skeletons in My Deepcroft,死霊を鎮めよ
65919,献给墓园的花,If Ye Break Faith,墓所に手向ける花
65920,无声的警钟,A Hearer Is Often Late,ひそやかな警鐘
65921,捕鱼人的搭档,Favor for the Fisherwoman,漁師の相棒
65922,镜池栈桥运货工,Walking the Planks,鏡池桟橋の荷運び
65923,取回遗留的货物,Salvaging the Scene,取り残された届け物
65924,不可言喻的伤痕,Bloodied and Bowed,言えぬ傷跡
65925,等在调车库的人,Fantastic Voyage,ウルダハ操車庫の待ち人
65926,出错的货物,Catch Your Breath,間違えた荷物
65927,召集义勇兵,Volunteer Dragonslayers,立てよ義勇兵！
65928,可爱的小耶萝,"Decisions, Decisions",愛しのイエロー・ムーンちゃん
65929,炫彩之梦的流行色,Vox Populi,流行色は夢の彩り
65930,寻求新药,A Luxury Long Lost,新薬を求める手
65931,白玉小巷的出土物,The Wealth of Nations,パールレーンの掘り出し物
65932,富豪的小钱,No Lady Is an Island,富豪のはした金
65933,前往天梯,Sky-high,スカイリフトへ
65934,一日信使,Courier for a Day,残された荷物
65935,气球杀手大陆蟹,Out to Dry,切り裂きクラブ
65936,防腐妙计,Keeping It Fresh,防腐の妙法
65937,饥饿猛禽,Baiting Buzzards,腹減り鳥
65938,土地的希望,Thanks a Million,すべてを奪われた地
65939,灯塔异状,Relighting the Torch,ブルワーズ灯台の異変
65940,开拓者的幸运,Farmer of Fortune,開拓者リウルフの幸運
65941,开拓者的决心,Need to Breed,開拓者リウルフの発起
65942,前往莫拉比造船厂,On to the Drydocks,モラビー造船廠へ
65943,拥挤的大桥,A Bridge Too Full,オシュオン大橋名物
65944,管理库存木材,What Counts,木材の在庫管理
65945,造船师的动力,Failure to Lunch,造船師の活力源
65946,卯足了劲打铆钉,Nailed It,リベット打ちの秘訣
65947,孤独的灯塔守卫,Constant Carvings,孤独な灯台守
65948,杳无音讯的造船师,Without a Doubt,帰らぬ造船師
65949,警惕海盗的目光,Do Angry Pirates Dream,造船廠を刺す眼光
65950,烈火中的胜利号,Victory in Peril,ヴィクトリー号炎上
65951,不见踪影的造船师,Righting the Shipwright,消えた造船師
65952,抵制外来物种,Forbidden Island,外来種の水際退治
65953,果敢的灯塔守卫,Say It with Flowers,果敢な灯台守
65954,交错的思绪,An Allied Perspective,それぞれの思惑
65955,伊修加德保卫战,The Steps of Faith,イシュガルド防衛戦
65956,塔塔露的忧郁,Administrative Decision,タタルの決意
65957,进击的塔塔露,An Unexpected Ambition,タタルの本気
65958,大家都爱塔塔露,"Ancient Ways, Timeless Wants",吹っ切れタタルさん
65959,临时护卫,Where We Are Needed,護衛任務の代役
65960,以太学者的再次调查,The Least among Us,神経質な追加調査
65961,庆功会为谁而开,A Time to Every Purpose,祝賀は誰のため
65962,废弃站台的偶遇,"Come, but Not Gone",言伝の先に待つ者
65963,漫长的庆功会,The Parting Glass,イシュガルド戦勝祝賀会
65964,希望的灯火,Before the Dawn,希望の灯火
65965,牺牲与誓言,In Memory of Moenbryda,犠牲と誓い
65966,古堡凶影,For Keep's Sake,古城アムダプールの残影
65967,血染古神殿,Not Easy Being Green,ワンダラーパレスを血に染めて
65968,天降祥瑞,A Legend for a Legend,麒麟、現世に降り立たん
